group,dimension,category,record_count
대화체,상황,기차역 내 지하철역 유무를 직원에게 묻는 상황,4
대화체,상황,기차 좌석이 입석 빼고 다 매진된 상황,4
대화체,상황,기차표 분실로 인한 재발급 요청,4
대화체,상황,기차를 놓침으로 인한 환불 요청,4
대화체,상황,뱃멀미로 인한 고통을 호소하는 상황,4
대화체,상황,배가 끊긴 상황,4
대화체,상황,기상악화로 인한 배시간대 변경,4
대화체,상황,차를 렌트할 때 필수 조건에 대해 대화하는 상황,4
대화체,상황,렌트할 차를 고르는 상황,8
대화체,상황,렌트차 업체를 고르는 상황,4
대화체,상황,렌트할 차에 이상이 없는 지 확인하는 상황,4
대화체,상황,렌트할 차의 요금에 대해 물어보는 상황,4
대화체,상황,렌터카 사고 손해배상,4
대화체,상황,렌터카에 이상이 생겨 업체에 전화하는 상황,4
대화체,상황,렌터카에 이상이 생겨 업체가 손님에게 수리비를 청구하는 상황,4
대화체,상황,렌터카 반납 장소와 주의사항을 업체에게 질문,4
대화체,상황,운전 중 신호 위반,4
대화체,상황,운전 속도가 너무 빠른 상황,4
대화체,상황,운전 중 전화가 온 상황,4
대화체,상황,운전 중 차선 변경에 관한 주의사항에 관해 대화,4
대화체,상황,술을 마셨는데 운전을 하려는 상황,4
대화체,상황,운전 중 쇠파이프가 도로에 떨어져 신고하는 상황,4
대화체,상황,국제운전면허증에 대해 대화,4
대화체,상황,한 지역에서 운전하는 대화,4
대화체,상황,운전 중 운전면허증에 관해 대화,4
대화체,상황,주차하다가 친구에게 부탁을 하는 상황,8
대화체,상황,주차를 잘못한 상황,4
대화체,상황,다른 차가 주차를 잘못해서 차주에게 연락하려는 상황,4
대화체,상황,주차문제 때문에 서로 대화하는 상황,4
대화체,상황,운전 중 음악을 재생하려는 상황,4
대화체,상황,운전 중 피곤해서 졸음센터로 가려는 상황,4
대화체,상황,운전 중 운전속도 때문에 옆차가 따지는 상황,4
대화체,상황,야간운전 중 주의할 사항을 얘기하는 상황,4
대화체,상황,접수/수납하는 상황 (타지에서 발생한 돌발 상황 포함),60
대화체,상황,입원/퇴원할 때(입원 병실사람과의 대화),16
대화체,소분류,식당,5128
대화체,상황,식사 제의,216
대화체,상황,"예약,입구,좌석 잡기",20
대화체,상황,포장/배달,272
대화체,상황,메뉴/주문 접수 요청,264
대화체,상황,메뉴 추천/문의,300
대화체,상황,"메인 식사 주문, 음료/후식 주문",276
대화체,상황,"식성 (선호/비선호 음식, 알레르기 등)",224
대화체,상황,추가 주문/요청,292
대화체,상황,"맛 표현, 음식 평가",344
대화체,상황,"음식 재촉, 음식 문제, 서비스 문제",332
대화체,상황,"계산하기, 계산서 오류, 일행과의 계산",272
대화체,상황,"패스트 푸드 주문, 배달 요청",288
대화체,상황,"카페 주문, 서비스 요청, 불만 제기",264
대화체,소분류,관광,1468
대화체,상황,"촬영 허락, 사진 촬영",320
대화체,상황,"관광 정보 수집, 비용 문의, 투어 프로그램",308
대화체,상황,"관광 중 일행과의 대화, 가이드 설명, 주의사항 설명",300
대화체,상황,메뉴 주문,24
대화체,상황,입구,8
대화체,상황,식당 좌석,12
대화체,상황,예약 취소,4
대화체,상황,메뉴추천,15
대화체,상황,식사 메뉴,1
대화체,상황,식사제의,128
대화체,상황,메뉴 추가,4
대화체,상황,계산할 때,4
대화체,상황,식당에서 계산할 때,4
대화체,상황,일행과의 계산,4
대화체,상황,식당 계산,4
대화체,상황,패스트푸드 주문,4
대화체,상황,배달 관련,4
대화체,상황,전화 포장 주문,4
대화체,상황,주차 관련,4
대화체,상황,맛표현,8
대화체,상황,카페 주문,4
대화체,상황,관광지 추천,16
대화체,상황,핫플 찾기,4
대화체,상황,축제에 가고 싶을 때,4
대화체,상황,클럽에 가고싶을 때,4
대화체,상황,길을 잃었을 때,4
대화체,상황,길 찾을때,4
대화체,상황,화장실 찾을 때,4
대화체,상황,면세점 이용,4
대화체,상황,카지노 이용,4
대화체,상황,스키장에서,4
대화체,상황,영화관에서,4
대화체,상황,쇼핑,4
대화체,상황,물건 교환할 때,4
대화체,상황,물건을 잃어버렸을 때,4
대화체,상황,기념품 구매,4
대화체,상황,택시 이용,12
대화체,상황,관광 투어할때,4
대화체,상황,관광 티켓 구매,4
대화체,상황,관광정보 문의,4
대화체,상황,동물원에서,4
대화체,상황,바닷가에서,4
대화체,상황,환전소를 찾을 때,4
대화체,상황,렌터카 예약,4
대화체,상황,관광정보,4
대화체,상황,사진촬영,4
대화체,상황,식당에서,8
대화체,상황,관광중에 말을 걸어올때,4
대화체,상황,박물관에서,4
대화체,상황,길에서 핸드폰 빌리기,4
대화체,상황,관광지 추천받기,4
대화체,상황,투어 참여,4
대화체,상황,"예약, 입구, 좌석 잡기",260
대화체,상황,"포장, 배달",40
대화체,상황,메뉴/주문접수 요청,36
대화체,상황,메뉴 추천/ 문의,40
대화체,상황,"커피 주문, 서비스 요청, 불만 제기",36
대화체,상황,"계산하기, 계산지 오류, 일행과의 계산",36
대화체,상황,"추가 주문, 요청",36
대화체,상황,"식성 (선호, 비선호 음식, 알레르기)",36
대화체,상황,"식성(선호/비선호 음식, 알레르기 등)",40
대화체,상황,"패스트 푸트 주문, 배달요청",40
대화체,상황,"카페주문, 서비스요청, 불만 제기",40
대화체,상황,"숙소예약, 숙소 체크인",20
대화체,상황,식사에서 이물질이 나왔을 때,20
대화체,소분류,엔터테이먼트,232
대화체,상황,영화관에서 좌석을 고르는 상황,4
대화체,상황,영화관에서 간식을 고르는 상황,4
대화체,상황,미술관 입장권 구매,8
대화체,상황,공연관람 전 대화,4
대화체,상황,영화 감독에 대한 토론,4
대화체,상황,영화 작품에 대한 토론,4
대화체,상황,박물관 기념품 가게 찾기,4
대화체,상황,미술관 작품 찾기,4
대화체,상황,영화 관람 시간 정하기,4
대화체,상황,관람 영화 정하기,4
대화체,상황,미술관 관람 시간 안내,4
대화체,상황,미술 작품 위치 안내,4
대화체,상황,영화에 대한 토론,8
대화체,상황,출연자에 대한 토론,4
대화체,상황,옆 관람객에 대한 불만,4
대화체,상황,극장에서 좌석 찾기,4
대화체,상황,박물관 부대시설 안내,4
대화체,상황,콘서트 티켓 예매,4
대화체,상황,미술관 관람 규칙,4
대화체,상황,콘서트 티켓 당첨,4
대화체,상황,전시회 주제에 관한 대화,4
대화체,상황,티켓 시간 변경,4
대화체,상황,작품설명 시간 안내,4
대화체,상황,포인트로 티켓 구매,4
대화체,상황,박물관 입장 안내,8
대화체,상황,박물관 부대시설 및 입장 안내,4
대화체,상황,박물관 특별 전시 안내,4
대화체,상황,포인트 사용 안내,4
대화체,상황,영화관 회원 가입 혜택,4
대화체,상황,영화 감상평 공유,8
대화체,상황,공연 안내 책자 구매,4
대화체,상황,관람 규정 안내,4
대화체,상황,콘서트 관람 이유,4
대화체,상황,작품에 대한 느낌 얘기하기,4
대화체,상황,뮤지컬 관람 약속 잡기,4
대화체,상황,발레단과 공연에 관한 대화,4
대화체,상황,시사회 초대,4
대화체,상황,소극장 연극 관람 제안,4
대화체,상황,4D 영화 관람 후기,4
대화체,상황,영화 관람 이벤트,4
대화체,상황,엔딩 크레딧 관람,4
대화체,상황,영화관 광고에 대한 비판,4
대화체,상황,가수가 하는 연기에 대한 비판,4
대화체,상황,공연의 커튼콜에 대한 대화,4
대화체,상황,영화 내용에 대한 비판,4
대화체,상황,영화 관람 약속 잡기,4
대화체,상황,공연에서 프로포즈 하기,4
대화체,상황,영화관 관람 예절,4
대화체,상황,영화 추천,4
대화체,상황,영화 관람 및 연기자에 대한 기대,4
대화체,상황,영화 추천 어플리케이션,4
대화체,상황,영화 관람 방식의 변화,4
대화체,상황,미술관 관람 계획,8
대화체,상황,공연장 가는 방법,4
대화체,상황,쇼핑몰 가는 방법 및 소요시간,4
대화체,상황,지하철로 환승하는 법,4
대화체,상황,지하철 환승하는 법,4
대화체,상황,지하철 요금 질문,4
대화체,상황,교통카드 분실 및 환불,4
대화체,상황,콘서트 장소 확인,4
대화체,상황,만나는 장소 확인,4
대화체,상황,약속장소 결정 및 소요시간,4
대화체,상황,속도제한에 대한 토론,4
대화체,상황,목적지로 가는 교통편 논의,8
대화체,상황,목적지로 가는 길 찾기,4
대화체,상황,목적지로 가는 수단 찾기,4
대화체,상황,여행지에서 사용할 교통수단 정하기,8
대화체,상황,여행지로 가는 교통수단 정하기,4
대화체,상황,택시 비용에 대한 예상,4
대화체,상황,여행지로 가는 비행 스케줄,4
대화체,상황,할인 비행기표 예약,4
대화체,상황,택시요금 결제 방법,4
대화체,상황,택시 승차 방법,4
대화체,상황,택시를 찾지 못하는 상황,4
대화체,상황,택시 소요 시간 및 가격 흥정,4
대화체,상황,화장실의 위치 및 시설 묻기,4
대화체,상황,주차장 위치 묻기,4
대화체,상황,목적지로 가는 방법 묻기,4
대화체,상황,명절에 고향 가는 방법,4
대화체,상황,여행지에서 렌트 여부,4
대화체,상황,렌터카 운전자 등록 여부,4
대화체,상황,렌터카 속도 위반,4
대화체,상황,렌터카 차종 선택,4
대화체,상황,렌터카 보험,4
대화체,상황,외국인의 기차표 구매,4
대화체,상황,기차 탈 때 주의할 점,4
대화체,상황,비행기 탈 때 유의할 점,4
대화체,상황,기차 티켓 구매하기,4
대화체,상황,비행기 좌석 정하기,4
대화체,상황,비행기 좌석 업그레이드,4
대화체,상황,비행기 마일리지 적립,4
대화체,상황,비행기 수화물 무게 초과,4
대화체,상황,카페 위치 안내,4
대화체,상황,탑승 게이트 안내,4
대화체,상황,비행기 수화물 규정,4
대화체,상황,기차 좌석 변경,4
대화체,상황,기차 기내식 소개,4
대화체,상황,기차 탑승 시간 및 장소,4
대화체,상황,소요 시간 및 뱃멀미 여부,4
대화체,상황,특별 기내식 부탁,4
대화체,상황,특별 수행 서비스 안내,4
대화체,상황,공항 라운지 사용 안내,4
대화체,상황,공항 라운지 영업시간 안내,4
대화체,상황,렌터카 반납 시간 안내,4
대화체,상황,렌터카 대여 가능 시간 안내,4
대화체,상황,렌터카 차량 결함,4
대화체,상황,렌터카 타이어 결함,4
대화체,상황,지하철역에서 물건 분실,4
대화체,상황,렌터카 분실물 신고,4
대화체,상황,여행에서 운전할 사람 정하기,8
대화체,상황,운전 면허증 재발급,4
대화체,상황,운전 면허증 없이 렌트 하기,4
대화체,상황,국제 운전 면허증 만들기,4
대화체,상황,지하철 마지막차 시간 확인,4
대화체,상황,비행기 연착과 환승 문제,4
대화체,상황,도착 시간에 맞춘 마중,4
대화체,상황,공항 도착 시간 계산,4
대화체,상황,차량 가스 부족,4
대화체,상황,주차공간 찾기,4
대화체,상황,아파트 주차장 문제점,4
대화체,상황,운전면허 시험 난이도,4
대화체,상황,운전 면허증 갱신,4
대화체,상황,누구에게 운전을 배웠는가,4
대화체,상황,음주운전 단속,4
대화체,상황,휴게소 방문,4
대화체,상황,교통 표지판 인식 문제,4
대화체,상황,부산까지 운전해서 가기,4
대화체,상황,속도 제한 단속,4
대화체,상황,버스 전용 차로 위반,4
대화체,상황,로터리의 효과,4
대화체,상황,운전 연습 장소,4
대화체,상황,야맹증으로 인한 운전자 교체,4
대화체,상황,어려운 주차 방식,4
대화체,상황,버스 전용 차로로 인한 교통체증,4
대화체,상황,외국에서의 주차 위반 딱지,4
대화체,상황,"주차 위반 및 벌금, 벌점",4
대화체,상황,직장 동료와의 카풀,4
대화체,상황,학교 캠퍼스의 주차권,4
대화체,상황,콜택시 부르기,4
대화체,상황,조수석에 타는 사람의 역할,4
대화체,상황,공항 버스 이용 시간,4
대화체,상황,심야시간 대중 교통,4
대화체,소분류,부서별,9101
대화체,상황,"인사관리 (입사 및 퇴사하는 상황, 근태 관리 등)",748
대화체,소분류,회사 내,4859
대화체,상황,"직장에서의 일상 대화 (상사, 동료, 부하 간의 대화)",1320
대화체,상황,마케팅/홍보,804
